time point,time step size,N strains,N haplotypes usable,site 1,site 2,number of polymoprhisms at site 1,number of polymoprhisms at site 2,minor allele freq site 1,minor allele freq site 2,D,|D'|,Chi,ChiSqDf
1980,40,1603,1603,519,226,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,519,227,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,519,232,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,519,233,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,519,240,2,2,0.000623830318153,0.00187149095446,-1.16749279755e-06,1.00000000001,0.00187617041199,1.17041198502e-06
1980,40,1603,1603,519,244,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,519,245,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,520,15,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,20,2,3,0.0249532127261,0.000623830318153,NaN,NaN,0.0512475608055,1.5984891081e-05
1980,40,1603,1603,520,22,2,2,0.0249532127261,0.00124766063631,-3.11331412678e-05,1.0,0.0512475608055,3.19697821619e-05
1980,40,1603,1603,520,26,2,2,0.0249532127261,0.00374298190892,-9.33994238034e-05,1.0,0.154127761145,9.61495702715e-05
1980,40,1603,1603,520,33,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,35,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,46,2,3,0.0249532127261,0.000623830318153,NaN,NaN,0.0512475608055,1.5984891081e-05
1980,40,1603,1603,520,48,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,49,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,55,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,60,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,64,2,2,0.0249532127261,0.00249532127261,-6.22662825356e-05,1.0,0.102623320637,6.40195387632e-05
1980,40,1603,1603,520,73,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,77,2,2,0.0249532127261,0.00374298190892,-9.33994238034e-05,1.0,0.154127761145,9.61495702715e-05
1980,40,1603,1603,520,94,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,97,2,3,0.0249532127261,0.000623830318153,NaN,NaN,0.0512475608055,1.5984891081e-05
1980,40,1603,1603,520,101,2,2,0.0249532127261,0.00124766063631,-3.11331412678e-05,1.0,0.0512475608055,3.19697821619e-05
1980,40,1603,1603,520,105,2,2,0.0249532127261,0.292576419214,-0.0073007216273,1.0,16.9665805708,0.0105842673554
1980,40,1603,1603,520,115,2,3,0.0249532127261,0.000623830318153,NaN,NaN,0.0512475608055,1.5984891081e-05
1980,40,1603,1603,520,123,2,3,0.0249532127261,0.000623830318153,NaN,NaN,0.102623320637,3.20097693816e-05
1980,40,1603,1603,520,124,2,2,0.0249532127261,0.00187149095446,-4.66997119017e-05,1.0,0.0769193857965,4.79846449136e-05
1980,40,1603,1603,520,130,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,131,2,2,0.0249532127261,0.00124766063631,-3.11331412678e-05,1.0,0.0512475608055,3.19697821619e-05
1980,40,1603,1603,520,140,2,3,0.0249532127261,0.00124766063631,NaN,NaN,0.231626757731,7.22478969841e-05
1980,40,1603,1603,520,146,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,149,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,157,2,2,0.0249532127261,0.00124766063631,-3.11331412678e-05,1.0,0.0512475608055,3.19697821619e-05
1980,40,1603,1603,520,159,2,2,0.0249532127261,0.00374298190892,-9.33994238034e-05,1.0,0.154127761145,9.61495702715e-05
1980,40,1603,1603,520,164,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,167,2,2,0.0249532127261,0.00311915159077,0.000545997464984,0.179526551504,6.31659621512,0.00394048422652
1980,40,1603,1603,520,177,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1602,520,186,2,2,0.0249687890137,0.000624219725343,-1.55860106203e-05,1.0,0.025624189747,1.5995124686e-05
1980,40,1603,1603,520,188,2,2,0.0249532127261,0.00623830318153,-0.000155665706339,1.0,0.25752462288,0.000160651667424
1980,40,1603,1603,520,192,2,3,0.0249532127261,0.000623830318153,NaN,NaN,0.0512475608055,1.5984891081e-05
1980,40,1603,1603,520,198,2,2,0.0249532127261,0.00311915159077,-7.78328531695e-05,1.0,0.12835942561,8.0074501316e-05
1980,40,1603,1603,520,200,2,2,0.0249532127261,0.00124766063631,-3.11331412678e-05,1.0,0.0512475608055,3.19697821619e-05
1980,40,1603,1603,520,207,2,2,0.0249532127261,0.008109794136,-0.000202365418241,1.0,0.335413673914,0.000209241218911
1980,40,1603,1603,520,208,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,211,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,215,2,2,0.0249532127261,0.00124766063631,-3.11331412678e-05,1.0,0.0512475608055,3.19697821619e-05
1980,40,1603,1603,520,218,2,3,0.0249532127261,0.00124766063631,NaN,NaN,0.205761366394,6.41800893307e-05
1980,40,1603,1603,520,220,2,2,0.0249532127261,0.00124766063631,-3.11331412678e-05,1.0,0.0512475608055,3.19697821619e-05
1980,40,1603,1603,520,221,2,3,0.0249532127261,0.000623830318153,NaN,NaN,0.0512475608055,1.5984891081e-05
1980,40,1603,1603,520,222,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,226,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,227,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,232,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,233,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,520,240,2,2,0.0249532127261,0.00187149095446,-4.66997119017e-05,1.0,0.0769193857965,4.79846449136e-05
1980,40,1603,1603,520,244,2,2,0.0249532127261,0.000623830318153,0.00060826374752,1.0,39.0993913858,0.0243913857678
1980,40,1603,1603,520,245,2,2,0.0249532127261,0.000623830318153,-1.5566570634e-05,1.0,0.0256077855336,1.59749129966e-05
1980,40,1603,1603,521,15,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,20,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,521,22,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,521,26,2,2,0.000623830318153,0.00374298190892,-2.3349855951e-06,1.00000000001,0.00375938967962,2.3452212599e-06
1980,40,1603,1603,521,33,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,35,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,46,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,521,48,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,49,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,55,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,60,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,64,2,2,0.000623830318153,0.00249532127261,-1.55665706336e-06,0.999999999982,0.00250312500244,1.56152526665e-06
1980,40,1603,1603,521,73,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,77,2,2,0.000623830318153,0.00374298190892,-2.3349855951e-06,1.00000000001,0.00375938967962,2.3452212599e-06
1980,40,1603,1603,521,94,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,97,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,521,101,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,521,105,2,2,0.000623830318153,0.292576419214,-0.000182518040682,1.0,0.413838411862,0.000258164948136
1980,40,1603,1603,521,115,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,521,123,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00250312500244,7.80762633325e-07
1980,40,1603,1603,521,124,2,2,0.000623830318153,0.00187149095446,-1.16749279755e-06,1.00000000001,0.00187617041199,1.17041198502e-06
1980,40,1603,1603,521,130,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,131,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,521,140,2,3,0.000623830318153,0.00124766063631,NaN,NaN,0.00564969760196,1.76222632625e-06
1980,40,1603,1603,521,146,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,149,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,157,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,521,159,2,2,0.000623830318153,0.00374298190892,-2.3349855951e-06,1.00000000001,0.00375938967962,2.3452212599e-06
1980,40,1603,1603,521,164,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,167,2,2,0.000623830318153,0.00311915159077,-1.94582132917e-06,0.999999999968,0.00313086426698,1.95312805176e-06
1980,40,1603,1603,521,177,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1602,521,186,2,2,0.000624219725343,0.000624219725343,-3.89650265498e-07,0.999999999974,0.000624999756164,3.90137176132e-07
1980,40,1603,1603,521,188,2,2,0.000623830318153,0.00623830318153,-3.89164265846e-06,0.999999999996,0.00628138242138,3.91851679437e-06
1980,40,1603,1603,521,192,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,521,198,2,2,0.000623830318153,0.00311915159077,-1.94582132917e-06,0.999999999968,0.00313086426698,1.95312805176e-06
1980,40,1603,1603,521,200,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,521,207,2,2,0.000623830318153,0.008109794136,-5.05913545601e-06,0.999999999998,0.00818120431222,5.10368328897e-06
1980,40,1603,1603,521,208,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,211,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,215,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,521,218,2,3,0.000623830318153,0.00124766063631,NaN,NaN,0.00501880486383,1.56544131748e-06
1980,40,1603,1603,521,220,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,521,221,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,521,222,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,226,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,227,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,232,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,233,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,240,2,2,0.000623830318153,0.00187149095446,-1.16749279755e-06,1.00000000001,0.00187617041199,1.17041198502e-06
1980,40,1603,1603,521,244,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,521,245,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,525,15,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,20,2,3,0.00873362445415,0.000623830318153,NaN,NaN,0.0176431580482,5.50316844923e-06
1980,40,1603,1603,525,22,2,2,0.00873362445415,0.00124766063631,-1.08965994438e-05,1.0,0.0176431580482,1.10063368985e-05
1980,40,1603,1603,525,26,2,2,0.00873362445415,0.00374298190892,-3.26897983312e-05,0.999999999999,0.0530620464031,3.31017132895e-05
1980,40,1603,1603,525,33,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,35,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,46,2,3,0.00873362445415,0.000623830318153,NaN,NaN,0.0176431580482,5.50316844923e-06
1980,40,1603,1603,525,48,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,49,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,55,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,60,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,64,2,2,0.00873362445415,0.00249532127261,-2.17931988875e-05,1.0,0.0353304515763,2.20402068473e-05
1980,40,1603,1603,525,73,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,77,2,2,0.00873362445415,0.00374298190892,-3.26897983312e-05,0.999999999999,0.0530620464031,3.31017132895e-05
1980,40,1603,1603,525,94,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,97,2,3,0.00873362445415,0.000623830318153,NaN,NaN,0.0176431580482,5.50316844923e-06
1980,40,1603,1603,525,101,2,2,0.00873362445415,0.00124766063631,-1.08965994438e-05,1.0,0.0176431580482,1.10063368985e-05
1980,40,1603,1603,525,105,2,2,0.00873362445415,0.292576419214,-0.00255525256955,1.0,5.84113776037,0.00364387882743
1980,40,1603,1603,525,115,2,3,0.00873362445415,0.000623830318153,NaN,NaN,0.0176431580482,5.50316844923e-06
1980,40,1603,1603,525,123,2,3,0.00873362445415,0.000623830318153,NaN,NaN,0.0353304515763,1.10201034237e-05
1980,40,1603,1603,525,124,2,2,0.00873362445415,0.00187149095446,-1.63448991656e-05,0.999999999999,0.026481277533,1.65198237885e-05
1980,40,1603,1603,525,130,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,131,2,2,0.00873362445415,0.00124766063631,-1.08965994438e-05,1.0,0.0176431580482,1.10063368985e-05
1980,40,1603,1603,525,140,2,3,0.00873362445415,0.00124766063631,NaN,NaN,0.0797428683555,2.48730094683e-05
1980,40,1603,1603,525,146,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,149,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,157,2,2,0.00873362445415,0.00124766063631,-1.08965994438e-05,1.0,0.0176431580482,1.10063368985e-05
1980,40,1603,1603,525,159,2,2,0.00873362445415,0.00374298190892,-3.26897983312e-05,0.999999999999,0.0530620464031,3.31017132895e-05
1980,40,1603,1603,525,164,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,167,2,2,0.00873362445415,0.00311915159077,-2.72414986092e-05,0.999999999996,0.0441907009312,2.75674990214e-05
1980,40,1603,1603,525,177,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1602,525,186,2,2,0.00873907615481,0.000624219725343,-5.45510371708e-06,0.999999999995,0.00882162754072,5.50663392055e-06
1980,40,1603,1603,525,188,2,2,0.00873362445415,0.00623830318153,-5.44829972187e-05,1.0,0.0886588073925,5.53080520228e-05
1980,40,1603,1603,525,192,2,3,0.00873362445415,0.000623830318153,NaN,NaN,0.0176431580482,5.50316844923e-06
1980,40,1603,1603,525,198,2,2,0.00873362445415,0.00311915159077,-2.72414986092e-05,0.999999999996,0.0441907009312,2.75674990214e-05
1980,40,1603,1603,525,200,2,2,0.00873362445415,0.00124766063631,-1.08965994438e-05,1.0,0.0176431580482,1.10063368985e-05
1980,40,1603,1603,525,207,2,2,0.00873362445415,0.008109794136,-7.08278963842e-05,1.0,0.115473914609,7.20361288893e-05
1980,40,1603,1603,525,208,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,211,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,215,2,2,0.00873362445415,0.00124766063631,-1.08965994438e-05,1.0,0.0176431580482,1.10063368985e-05
1980,40,1603,1603,525,218,2,3,0.00873362445415,0.00124766063631,NaN,NaN,0.0708381091793,2.20954800934e-05
1980,40,1603,1603,525,220,2,2,0.00873362445415,0.00124766063631,-1.08965994438e-05,1.0,0.0176431580482,1.10063368985e-05
1980,40,1603,1603,525,221,2,3,0.00873362445415,0.000623830318153,NaN,NaN,0.0176431580482,5.50316844923e-06
1980,40,1603,1603,525,222,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,226,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,227,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,232,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,233,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,240,2,2,0.00873362445415,0.00187149095446,-1.63448991656e-05,0.999999999999,0.026481277533,1.65198237885e-05
1980,40,1603,1603,525,244,2,2,0.00873362445415,0.000623830318153,-5.44829972182e-06,0.999999999992,0.00881607242049,5.49973326294e-06
1980,40,1603,1603,525,245,2,2,0.00873362445415,0.000623830318153,0.000618382018432,1.0,113.570848939,0.0708489388265
1980,40,1603,1603,529,15,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,20,4,3,0.00124766063631,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,529,22,4,2,0.00124766063631,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,529,26,4,2,0.00124766063631,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,529,33,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,35,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,46,4,3,0.00124766063631,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,529,48,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,49,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,55,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,60,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,64,4,2,0.00124766063631,0.00249532127261,NaN,NaN,0.0150657717742,3.13282839972e-06
1980,40,1603,1603,529,73,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,77,4,2,0.00124766063631,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,529,94,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,97,4,3,0.00124766063631,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,529,101,4,2,0.00124766063631,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,529,105,4,2,0.00124766063631,0.292576419214,NaN,NaN,6.08341265795,0.00126500575129
1980,40,1603,1603,529,115,4,3,0.00124766063631,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,529,123,4,3,0.00124766063631,0.000623830318153,NaN,NaN,0.0150657717742,1.56641419986e-06
1980,40,1603,1603,529,124,4,2,0.00124766063631,0.00187149095446,NaN,NaN,0.0112922667502,2.34815278647e-06
1980,40,1603,1603,529,130,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,131,4,2,0.00124766063631,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,529,140,4,3,0.00124766063631,0.00124766063631,NaN,NaN,0.0340043164371,3.53548725693e-06
1980,40,1603,1603,529,146,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,149,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,157,4,2,0.00124766063631,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,529,159,4,2,0.00124766063631,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,529,164,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,167,4,2,0.00124766063631,0.00311915159077,NaN,NaN,0.0188439995831,3.91848608506e-06
1980,40,1603,1603,529,177,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1602,529,186,4,2,0.00124843945069,0.000624219725343,NaN,NaN,0.0037617466527,7.82718820787e-07
1980,40,1603,1603,529,188,4,2,0.00124766063631,0.00623830318153,NaN,NaN,0.0378062916933,7.86157032509e-06
1980,40,1603,1603,529,192,4,3,0.00124766063631,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,529,198,4,2,0.00124766063631,0.00311915159077,NaN,NaN,0.0188439995831,3.91848608506e-06
1980,40,1603,1603,529,200,4,2,0.00124766063631,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,529,207,4,2,0.00124766063631,0.008109794136,NaN,NaN,0.0492409116149,1.02393245196e-05
1980,40,1603,1603,529,208,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,211,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,215,4,2,0.00124766063631,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,529,218,4,3,0.00124766063631,0.00124766063631,NaN,NaN,0.030207108548,3.14068502266e-06
1980,40,1603,1603,529,220,4,2,0.00124766063631,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,529,221,4,3,0.00124766063631,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,529,222,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,226,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,227,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,232,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,233,4,2,0.00124766063631,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,529,240,4,2,0.00124766063631,0.00187149095446,NaN,NaN,0.0112922667502,2.34815278647e-06
